id,payment_id,transaction_type,charge_id,invoice_id,transaction_id,payment_method,payment_time,total_price,tax,subtotal_price,charge_items,tax_lines,installment_months,currency,address
1aKh6kPt5bF,1aKh6kPt5bF,CHARGE,1XV1zwOOISI-03,1XV1zwOOISI-2025-01,6983015432377,CREDIT_CARD,2025-01-20 04:58:55.000000,34.6400,2.6400,32.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vtYvhCz-03""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.0},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.32},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.32}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aIpbGEErRH,1aIpbGEErRH,CHARGE,0105431900014-0101-30000A-02,0105431900014-0101-30000A-2025-01,7115395563736,CREDIT_CARD,2025-01-11 07:51:51.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qLIySYn-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""zz"", ""lastName"" : ""zz"", ""email"" : ""11131@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln Houston tx77099 usa"", ""address2"" : ""12822 Crow Valley Ln Houston tx77099 usa"", ""zipcode"" : ""77099""}"
1aIpbGeLxPV,1aIpbGeLxPV,CHARGE,0105431900006-0101-50000A-01,0105431900006-0101-50000A-2025-01,7115395596504,CREDIT_CARD,2025-01-11 07:51:55.000000,23.7700,1.8100,21.9600,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":16.96,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":16.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qSzHMqG-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431900006-0101-50000A-01-1Zp01eNt1CY""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.37},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.22},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.22}]",,USD,"{""firstName"" : ""p"", ""lastName"" : ""p"", ""email"" : ""pby1@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbH2TrTH,1aIpbH2TrTH,CHARGE,0105431900006-0101-50000A-02,0105431900006-0101-50000A-2025-01,7115395694808,CREDIT_CARD,2025-01-11 07:52:00.000000,34.6400,2.6400,32.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qSzHMqI-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.0},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.32},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.32}]",,USD,"{""firstName"" : ""p"", ""lastName"" : ""p"", ""email"" : ""pby1@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbIJ6kVd,1aIpbIJ6kVd,CHARGE,0105431700008-0301-30000A-01,0105431700008-0301-30000A-2025-01,7115395858648,CREDIT_CARD,2025-01-11 07:52:12.000000,31.3900,2.3900,29.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":24.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":24.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pl3iBfv-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431700008-0301-30000A-01-1Zp01eQ9oNq""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.81},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.29},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.29}]",,USD,"{""firstName"" : ""EUM"", ""lastName"" : ""KYUHWAN"", ""email"" : ""ekh4105@coway.com"", ""phone"" : ""+821030034105"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln"", ""address2"" : ""coway itqa4"", ""zipcode"" : ""77099""}"
1aIpbKVdo5L,1aIpbKVdo5L,CHARGE,0105431700007-0101-50000A-02,0105431700007-0101-50000A-2025-01,7115396251864,CREDIT_CARD,2025-01-11 07:52:33.000000,38.9700,2.9700,36.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":36.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":36.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pXRX8ye-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.25},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.36},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.36}]",,USD,"{""firstName"" : ""EUM"", ""lastName"" : ""KYUHWAN"", ""email"" : ""ekh4105@coway.com"", ""phone"" : ""+8201030034105"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""zipcode"" : ""77099""}"
1aIpbKxk5y1,1aIpbKxk5y1,CHARGE,0105431200002-0101-70000A-01,0105431200002-0101-70000A-2025-01,7115396284632,CREDIT_CARD,2025-01-11 07:52:37.000000,25.4100,1.9300,23.4800,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":18.48,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":18.48,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pRMrRdH-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431200002-0101-70000A-01-1Zp01eRrPD7""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.47},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.23},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.23}]",,USD,"{""firstName"" : ""p"", ""lastName"" : ""p"", ""email"" : ""pby1@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbLNZaoB,1aIpbLNZaoB,CHARGE,0105431200002-0101-70000A-02,0105431200002-0101-70000A-2025-01,7115396350168,CREDIT_CARD,2025-01-11 07:52:41.000000,25.9800,1.9800,24.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":24.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":24.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pRMrRdJ-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.24},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.24}]",,USD,"{""firstName"" : ""p"", ""lastName"" : ""p"", ""email"" : ""pby1@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbLlPtjt,1aIpbLlPtjt,CHARGE,0105431200001-0101-30000A-01,0105431200001-0101-30000A-2025-01,7115396514008,CREDIT_CARD,2025-01-11 07:52:45.000000,38.7600,2.9600,35.8000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":30.8,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":30.8,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qn9MnMs-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431200001-0101-30000A-01-1Zp01eS90Lu""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.24},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.36},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.36}]",,USD,"{""firstName"" : ""p"", ""lastName"" : ""p"", ""email"" : ""pby1@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbMcUt4L,1aIpbMcUt4L,CHARGE,0105430700002-0101-30000A-01,0105430700002-0101-30000A-2025-01,7115396579544,CREDIT_CARD,2025-01-11 07:52:54.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p63F688-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700002-0101-30000A-01-1Zp01ePJ0wD""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""zipcode"" : ""77099""}"
1aIpbN7ilNj,1aIpbN7ilNj,CHARGE,0105430700002-0101-30000A-02,0105430700002-0101-30000A-2025-01,7115396645080,CREDIT_CARD,2025-01-11 07:52:58.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p63F68A-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""zipcode"" : ""77099""}"
1aIpbQAlc1T,1aIpbQAlc1T,CHARGE,0105430700001-0101-30000A-02,0105430700001-0101-30000A-2025-01,7115397136600,CREDIT_CARD,2025-01-11 07:53:23.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oWPRsmr-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbNXc7aB,1aIpbNXc7aB,CHARGE,0105430700001-0301-30000A-01,0105430700001-0301-30000A-2025-01,7115396710616,CREDIT_CARD,2025-01-11 07:53:02.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5onKHhfq-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700001-0301-30000A-01-1Zp01eRZo2t""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbO3gnHl,1aIpbO3gnHl,CHARGE,0105430700001-0301-30000A-02,0105430700001-0301-30000A-2025-01,7115396776152,CREDIT_CARD,2025-01-11 07:53:06.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5onKHhfs-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbOYufb9,1aIpbOYufb9,CHARGE,0105430700001-0201-30000A-01,0105430700001-0201-30000A-2025-01,7115396808920,CREDIT_CARD,2025-01-11 07:53:10.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5omCjyds-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700001-0201-30000A-01-1Zp01ePac5Q""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbOxtN37,1aIpbOxtN37,CHARGE,0105430700001-0201-30000A-02,0105430700001-0201-30000A-2025-01,7115396972760,CREDIT_CARD,2025-01-11 07:53:15.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5omCjydu-02""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aIpbPkiNQV,1aIpbPkiNQV,CHARGE,0105430700001-0101-30000A-01,0105430700001-0101-30000A-2025-01,7115397071064,CREDIT_CARD,2025-01-11 07:53:19.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oWPRsmp-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700001-0101-30000A-01-1Zp01eS90Mo""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""as"", ""lastName"" : ""df"", ""email"" : ""asdf@any.pink"", ""phone"" : ""12345678111"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""12822 Crow Valley Ln, Houston, TX 77099, USA"", ""address2"" : ""1"", ""zipcode"" : ""77099""}"
1aKh6gRVGgR,1aKh6gRVGgR,CHARGE,1XV1zwOOISK-01,1XV1zwOOISK-2025-01,6983015039161,CREDIT_CARD,2025-01-20 04:58:34.000000,6.7100,0.5100,6.2000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":1.2,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":1.2,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xGzL4CD-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISK-01-1ZBOzgnSyyK""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.39},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.06},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aKh6hLvZ4Z,1aKh6hLvZ4Z,CHARGE,1XV1zwOOISK-02,1XV1zwOOISK-2025-01,6983015104697,CREDIT_CARD,2025-01-20 04:58:38.000000,48.7100,3.7100,45.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xGzL4CF-02""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISK-02-1Zp01eP1Pnn""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.81},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.45},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.45}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aKh6iC9l0j,1aKh6iC9l0j,CHARGE,1XV1zwOOISK-03,1XV1zwOOISK-2025-01,6983015137465,CREDIT_CARD,2025-01-20 04:58:42.000000,43.3000,3.3000,40.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xGzL4CH-03""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aKh6iwlqq8,1aKh6iwlqq8,CHARGE,1XV1zwOOISI-01,1XV1zwOOISI-2025-01,6983015268537,CREDIT_CARD,2025-01-20 04:58:46.000000,6.4500,0.4900,5.9600,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":0.96,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":0.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vtYvhCv-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISI-01-1ZBOzgnSyyI""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.37},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.06},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
1aKh6jhXmoT,1aKh6jhXmoT,CHARGE,1XV1zwOOISI-02,1XV1zwOOISI-2025-01,6983015334073,CREDIT_CARD,2025-01-20 04:58:51.000000,40.0500,3.0500,37.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vtYvhCx-02""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISI-02-1Zp01ePac6L""}]","[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]",,USD,"{""firstName"" : ""NguyenAnh"", ""lastName"" : ""Hoang"", ""email"" : ""dao.nguyen+4@ntq-solution.com.vn"", ""phone"" : ""+16028672690"", ""state"" : ""Texas"", ""city"" : ""Houston"", ""address1"" : ""America"", ""address2"" : ""Wall street123"", ""zipcode"" : ""77062""}"
