id,charge_id,invoice_id,payment_method,transaction_id,payment_time,last_name,first_name,address1,address2,zipcode,city,state,phone,email,remark,total_price,charge_items,card_number,card_type,installment_months,currency,payout_id,tax,tax_lines
1aIpbJeuHG1,0105431700008-0101-30000A-02,0105431700008-0101-30000A-2025-01,CREDIT_CARD,7115396120792,2025-01-11 07:52:25.000000,KYUHWAN,EUM,12822 Crow Valley Ln,coway itqa4,77099,Houston,Texas,+821030034105,ekh4105@coway.com,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5q0V9BXZ-02""}]",**** **** **** 4242,VISA,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aIpbK69lkV,0105431700007-0101-50000A-01,0105431700007-0101-50000A-2025-01,CREDIT_CARD,7115396153560,2025-01-11 07:52:29.000000,KYUHWAN,EUM,"12822 Crow Valley Ln, Houston, TX 77099, USA","12822 Crow Valley Ln, Houston, TX 77099, USA",77099,Houston,Texas,+8201030034105,ekh4105@coway.com,,28.8000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":21.6,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":21.6,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pXRX8yc-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431700007-0101-50000A-01-1Zp01eRrPD2""}]",**** **** **** 4242,VISA,,USD,,2.2000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.66},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.27},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.27}]"
1aIpbMAArQH,0105431200001-0101-30000A-02,0105431200001-0101-30000A-2025-01,CREDIT_CARD,7115396546776,2025-01-11 07:52:49.000000,p,p,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,pby1@any.pink,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qn9MnMu-02""}]",**** **** **** 4242,VISA,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aKh6kPt5bF,1XV1zwOOISI-03,1XV1zwOOISI-2025-01,CREDIT_CARD,6983015432377,2025-01-20 04:58:55.000000,Hoang,NguyenAnh,America,Wall street123,77062,Houston,Texas,+16028672690,dao.nguyen+4@ntq-solution.com.vn,,34.6400,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vtYvhCz-03""}]",**** **** **** 4444,MASTERCARD,,USD,,2.6400,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.0},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.32},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.32}]"
1aIpbGEErRH,0105431900014-0101-30000A-02,0105431900014-0101-30000A-2025-01,CREDIT_CARD,7115395563736,2025-01-11 07:51:51.000000,zz,zz,12822 Crow Valley Ln Houston tx77099 usa,12822 Crow Valley Ln Houston tx77099 usa,77099,Houston,Texas,12345678111,11131@any.pink,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qLIySYn-02""}]",**** **** **** 4242,VISA,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aIpbGeLxPV,0105431900006-0101-50000A-01,0105431900006-0101-50000A-2025-01,CREDIT_CARD,7115395596504,2025-01-11 07:51:55.000000,p,p,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,pby1@any.pink,,23.7700,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":16.96,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":16.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qSzHMqG-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431900006-0101-50000A-01-1Zp01eNt1CY""}]",**** **** **** 4444,MASTERCARD,,USD,,1.8100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.37},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.22},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.22}]"
1aIpbH2TrTH,0105431900006-0101-50000A-02,0105431900006-0101-50000A-2025-01,CREDIT_CARD,7115395694808,2025-01-11 07:52:00.000000,p,p,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,pby1@any.pink,,34.6400,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qSzHMqI-02""}]",**** **** **** 4444,MASTERCARD,,USD,,2.6400,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.0},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.32},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.32}]"
1aIpbIJ6kVd,0105431700008-0301-30000A-01,0105431700008-0301-30000A-2025-01,CREDIT_CARD,7115395858648,2025-01-11 07:52:12.000000,KYUHWAN,EUM,12822 Crow Valley Ln,coway itqa4,77099,Houston,Texas,+821030034105,ekh4105@coway.com,,31.3900,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":24.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":24.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pl3iBfv-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431700008-0301-30000A-01-1Zp01eQ9oNq""}]",**** **** **** 4242,VISA,,USD,,2.3900,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.81},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.29},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.29}]"
1aIpbKVdo5L,0105431700007-0101-50000A-02,0105431700007-0101-50000A-2025-01,CREDIT_CARD,7115396251864,2025-01-11 07:52:33.000000,KYUHWAN,EUM,"12822 Crow Valley Ln, Houston, TX 77099, USA","12822 Crow Valley Ln, Houston, TX 77099, USA",77099,Houston,Texas,+8201030034105,ekh4105@coway.com,,38.9700,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":36.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":36.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pXRX8ye-02""}]",**** **** **** 4242,VISA,,USD,,2.9700,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.25},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.36},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.36}]"
1aIpbKxk5y1,0105431200002-0101-70000A-01,0105431200002-0101-70000A-2025-01,CREDIT_CARD,7115396284632,2025-01-11 07:52:37.000000,p,p,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,pby1@any.pink,,25.4100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":18.48,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":18.48,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pRMrRdH-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431200002-0101-70000A-01-1Zp01eRrPD7""}]",**** **** **** 4242,VISA,,USD,,1.9300,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.47},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.23},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.23}]"
1aIpbLNZaoB,0105431200002-0101-70000A-02,0105431200002-0101-70000A-2025-01,CREDIT_CARD,7115396350168,2025-01-11 07:52:41.000000,p,p,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,pby1@any.pink,,25.9800,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":24.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":24.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5pRMrRdJ-02""}]",**** **** **** 4242,VISA,,USD,,1.9800,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.24},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.24}]"
1aIpbLlPtjt,0105431200001-0101-30000A-01,0105431200001-0101-30000A-2025-01,CREDIT_CARD,7115396514008,2025-01-11 07:52:45.000000,p,p,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,pby1@any.pink,,38.7600,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":30.8,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":30.8,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5qn9MnMs-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105431200001-0101-30000A-01-1Zp01eS90Lu""}]",**** **** **** 4242,VISA,,USD,,2.9600,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.24},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.36},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.36}]"
1aIpbMcUt4L,0105430700002-0101-30000A-01,0105430700002-0101-30000A-2025-01,CREDIT_CARD,7115396579544,2025-01-11 07:52:54.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA","12822 Crow Valley Ln, Houston, TX 77099, USA",77099,Houston,Texas,12345678111,asdf@any.pink,,40.0500,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p63F688-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700002-0101-30000A-01-1Zp01ePJ0wD""}]",**** **** **** 4444,MASTERCARD,,USD,,3.0500,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]"
1aIpbN7ilNj,0105430700002-0101-30000A-02,0105430700002-0101-30000A-2025-01,CREDIT_CARD,7115396645080,2025-01-11 07:52:58.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA","12822 Crow Valley Ln, Houston, TX 77099, USA",77099,Houston,Texas,12345678111,asdf@any.pink,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5p63F68A-02""}]",**** **** **** 4444,MASTERCARD,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aIpbQAlc1T,0105430700001-0101-30000A-02,0105430700001-0101-30000A-2025-01,CREDIT_CARD,7115397136600,2025-01-11 07:53:23.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,asdf@any.pink,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oWPRsmr-02""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aIpbNXc7aB,0105430700001-0301-30000A-01,0105430700001-0301-30000A-2025-01,CREDIT_CARD,7115396710616,2025-01-11 07:53:02.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,asdf@any.pink,,40.0500,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5onKHhfq-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700001-0301-30000A-01-1Zp01eRZo2t""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.0500,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]"
1aIpbO3gnHl,0105430700001-0301-30000A-02,0105430700001-0301-30000A-2025-01,CREDIT_CARD,7115396776152,2025-01-11 07:53:06.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,asdf@any.pink,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5onKHhfs-02""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aIpbOYufb9,0105430700001-0201-30000A-01,0105430700001-0201-30000A-2025-01,CREDIT_CARD,7115396808920,2025-01-11 07:53:10.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,asdf@any.pink,,40.0500,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5omCjyds-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700001-0201-30000A-01-1Zp01ePac5Q""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.0500,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]"
1aIpbOxtN37,0105430700001-0201-30000A-02,0105430700001-0201-30000A-2025-01,CREDIT_CARD,7115396972760,2025-01-11 07:53:15.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,asdf@any.pink,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5omCjydu-02""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aIpbPkiNQV,0105430700001-0101-30000A-01,0105430700001-0101-30000A-2025-01,CREDIT_CARD,7115397071064,2025-01-11 07:53:19.000000,df,as,"12822 Crow Valley Ln, Houston, TX 77099, USA",1,77099,Houston,Texas,12345678111,asdf@any.pink,,40.0500,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oWPRsmp-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105430700001-0101-30000A-01-1Zp01eS90Mo""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.0500,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]"
1aKh6gRVGgR,1XV1zwOOISK-01,1XV1zwOOISK-2025-01,CREDIT_CARD,6983015039161,2025-01-20 04:58:34.000000,Hoang,NguyenAnh,America,Wall street123,77062,Houston,Texas,+16028672690,dao.nguyen+4@ntq-solution.com.vn,,6.7100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":1.2,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":1.2,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xGzL4CD-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISK-01-1ZBOzgnSyyK""}]",**** **** **** 4444,MASTERCARD,,USD,,0.5100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.39},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.06},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06}]"
1aKh6hLvZ4Z,1XV1zwOOISK-02,1XV1zwOOISK-2025-01,CREDIT_CARD,6983015104697,2025-01-20 04:58:38.000000,Hoang,NguyenAnh,America,Wall street123,77062,Houston,Texas,+16028672690,dao.nguyen+4@ntq-solution.com.vn,,48.7100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xGzL4CF-02""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISK-02-1Zp01eP1Pnn""}]",**** **** **** 4444,MASTERCARD,,USD,,3.7100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.81},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.45},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.45}]"
1aKh6iC9l0j,1XV1zwOOISK-03,1XV1zwOOISK-2025-01,CREDIT_CARD,6983015137465,2025-01-20 04:58:42.000000,Hoang,NguyenAnh,America,Wall street123,77062,Houston,Texas,+16028672690,dao.nguyen+4@ntq-solution.com.vn,,43.3000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":40.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":40.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0xGzL4CH-03""}]",**** **** **** 4444,MASTERCARD,,USD,,3.3000,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.5},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.4},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.4}]"
1aKh6iwlqq8,1XV1zwOOISI-01,1XV1zwOOISI-2025-01,CREDIT_CARD,6983015268537,2025-01-20 04:58:46.000000,Hoang,NguyenAnh,America,Wall street123,77062,Houston,Texas,+16028672690,dao.nguyen+4@ntq-solution.com.vn,,6.4500,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":0.96,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":0.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vtYvhCv-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISI-01-1ZBOzgnSyyI""}]",**** **** **** 4444,MASTERCARD,,USD,,0.4900,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.37},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.06},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06}]"
1aKh6jhXmoT,1XV1zwOOISI-02,1XV1zwOOISI-2025-01,CREDIT_CARD,6983015334073,2025-01-20 04:58:51.000000,Hoang,NguyenAnh,America,Wall street123,77062,Houston,Texas,+16028672690,dao.nguyen+4@ntq-solution.com.vn,,40.0500,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":32.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0vtYvhCx-02""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XV1zwOOISI-02-1Zp01ePac6L""}]",**** **** **** 4444,MASTERCARD,,USD,,3.0500,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.31},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]"
1aKh6lELoGW,1XUpHGuEBls-01,1XUpHGuEBls-2025-01,CREDIT_CARD,6983015497913,2025-01-20 04:58:59.000000,Nguyen,Hanh,houston,houston,77069,Houston,Texas,2032548094,hanh.nguyen17+3@ntq-solution.com.vn,,6.7100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":1.2,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":1.2,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0waZRVri-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XUpHGuEBls-01-1ZBOzgnSyyC""}]",**** **** **** 1117,DISCOVER,,USD,,0.5100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.39},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.06}]"
