id,order_id,last_name,first_name,address1,address2,zipcode,city,state,phone,remark,email,latitude,longitude
1WMkzZbqIqx,0105423900074,Nguyen,Anhdao,"Houston, TX 77021, USA",3333 raleigh st,77069,Houston,TX,+84362677240,,dao.nguyen+1@ntq-solution.com.vn,29.69822589999999,-95.3573194
1WOGiWA63KO,0105424000001,Konopelski,Gary,82550 Gayle Views,Apt. 518,75019,Dallas,TX,+13858104028,,kevin.hudson@hotmail.com,32.849913,-96.87853
1WOGiwuvrUv,0105424000003,Treutel,Arnold,108 Mervin Springs,Apt. 500,75126,Dallas,TX,+10240021305,,carroll.ankunding@gmail.com,32.800526,-96.761103
1WOGj238BGg,0105424000004,Predovic,Shin,17729 Tasia Lane,Apt. 771,75210,Dallas,TX,+19316146019,,susannah.hartmann@hotmail.com,32.986125,-96.840528
1WOGjI6bQSR,0105424000007,Predovic,Isaac,9703 D'Amore Junctions,Apt. 147,75032,Dallas,TX,+12360658768,,mica.rath@gmail.com,32.957487,-96.819056
1WOGjN4IbTs,0105424000008,Williamson,Lavada,670 Konopelski Overpass,Suite 632,75126,Dallas,TX,+11408167857,,erika.harris@yahoo.com,32.966802,-96.857787
1WOaTr6qzOv,0105424000075,Prosacco,Kaleigh,004 Koss Crossing,Apt. 732,75039,Dallas,TX,+18121948746,,silvana.thompson@gmail.com,32.748599,-96.648556
1WOarju7dWI,0105424000099,Heidenreich,Trudie,17861 Dion Harbor,Suite 379,78717,Austin,TX,+15695112321,,man.wintheiser@hotmail.com,30.344839,-97.693714
1WPvd0kjzNt,0105424100016,Stroman,Son,74583 Jaimie Field,Suite 172,75050,Dallas,TX,+17272920517,,hye.greenholt@hotmail.com,32.863097,-96.767897
1WPvdG550tO,0105424100019,Nader,Frederick,757 Nienow Row,Apt. 801,75019,Dallas,TX,+16450046285,,flavia.ziemann@gmail.com,32.927356,-96.741082
1WPvdKwX13P,0105424100020,Ullrich,Luciano,1203 Erik Circles,Apt. 480,75032,Dallas,TX,+13065644035,,leanne.koss@yahoo.com,32.780756,-96.820603
1WPvdTN6XXg,0105424100022,Gerlach,Gertrude,2449 Terry Green,Suite 312,75210,Dallas,TX,+12075402387,,vergie.gottlieb@gmail.com,32.730466,-96.811891
1WPvdY4Kz1N,0105424100023,Corwin,Dominique,97886 Leannon Freeway,Apt. 996,75050,Dallas,TX,+11467850714,,palmer.considine@hotmail.com,32.731055,-96.71769
1WPvdrL4dWQ,0105424100027,Thiel,Rebbecca,040 Gladys Center,Suite 704,78652,Austin,TX,+10440337852,,norene.bechtelar@hotmail.com,30.26087,-97.687064
1WPvdzcHOiZ,0105424100029,Langworth,Troy,5240 Chas Isle,Apt. 133,78653,Austin,TX,+10737138739,,lester.braun@yahoo.com,30.182105,-97.933806
1WRaVdK2NFK,0105424200002,D'Amore,Leonie,65368 Hipolito Islands,Apt. 885,75210,Dallas,TX,+17831857971,,darell.hane@gmail.com,32.731061,-96.624239
1WRaVzXZhVv,0105424200005,Schowalter,Cary,55543 Renner Dam,Apt. 500,75126,Dallas,TX,+13965000487,,leda.grady@gmail.com,32.940184,-96.613176
1WRaWEB3INg,0105424200008,Bosco,Israel,3959 Bayer Lakes,Apt. 780,75209,Dallas,TX,+18584690353,,mitchell.koelpin@hotmail.com,32.628962,-96.661982
1WRaWIdEzxx,0105424200009,Maggio,Carl,582 Taren Isle,Suite 546,75019,Dallas,TX,+17145815279,,charlie.reichel@hotmail.com,32.89897,-96.792606
1WRaWOSIlRW,0105424200010,Zieme,Randy,4793 Lang Trail,Suite 138,75126,Dallas,TX,+11015175928,,kam.nikolaus@yahoo.com,32.77818,-96.600609
1WRaWbW8LZ5,0105424200013,Kris,Sal,146 Barrows Park,Suite 376,75270,Dallas,TX,+16233340765,,anne.schiller@gmail.com,32.704625,-96.873978
1WRaWjqB63s,0105424200015,Fisher,Clara,707 Stamm Cliffs,Apt. 238,75270,Dallas,TX,+19602473267,,elijah.quitzon@hotmail.com,32.526031,-96.788304
1WRaX7kSPNH,0105424200021,Powlowski,Chanda,05354 Toshiko Oval,Apt. 779,75270,Dallas,TX,+12262297283,,elroy.greenfelder@hotmail.com,32.88721,-96.745345
1WRkQE2CMwN,0105424200073,Hoang,NguyenAnh,America,Wall Street,77062,Houston,TX,6028672690,,dao.nguyen+4@ntq-solution.com.vn,,
1WTFTJnOYnG,0105424300041,Adams,Rodolfo,265 Schroeder Way,Apt. 429,78702,Austin,TX,+14731484336,,jocelyn.braun@hotmail.com,30.304955,-97.602602
1WTFTVrdBga,0105424300045,Roob,Tawnya,35119 Nancy Village,Apt. 662,78653,Austin,TX,+16634384382,,marcela.botsford@yahoo.com,30.431795,-97.716981
1WTFTbVuCDS,0105424300047,Douglas,Geraldine,340 Helen Views,Suite 296,78641,Austin,TX,+11742801447,,christian.collier@yahoo.com,30.350674,-97.822465
1WTFThNnwzQ,0105424300049,Smith,Harold,58344 Carrol Station,Apt. 726,77011,Houston,TX,+13037908743,,shaquana.mayer@hotmail.com,29.844323,-95.101357
1WTFToD1rws,0105424300050,Gislason,Livia,6601 McDermott Crescent,Suite 508,77016,Houston,TX,+11551430238,,dillon.vandervort@yahoo.com,29.732189,-95.454194
1VsjYlOJY6J,0105422100063,Kirlin,Enoch,7088 Glover Street,Suite 813,77007,Houston,TX,815-835-1006,,octavia.gaylord@yahoo.com,29.873563,-95.573648
1VsjYrsokYv,0105422100064,Krajcik,Daria,1913 Anita Keys,Apt. 605,77003,Houston,TX,843-731-7007,,young.harber@hotmail.com,29.597967,-95.516443
1VsjZ5hlkGz,0105422100066,Krajcik,Quinton,86647 Ethan Mews,Apt. 593,77011,Houston,TX,603-989-7426,,brett.rau@hotmail.com,29.529376,-95.529129
1VsjZCZOpm1,0105422100067,Kirlin,Charlyn,6010 Ruecker Route,Suite 891,77010,Houston,TX,303.423.3756,,julio.yost@hotmail.com,29.885887,-95.495461
1VsjZKbi4gH,0105422100068,Howell,Stephanie,4827 Arlie Forest,Apt. 825,77006,Houston,TX,323-754-0351,,elmer.champlin@hotmail.com,29.668074,-95.681633
1VsjZXqc0s9,0105422100070,Abbott,Chauncey,052 Millard Trace,Apt. 154,77006,Houston,TX,1-609-650-2881,,devon.will@hotmail.com,29.870395,-95.711403
1VsjZeFiprS,0105422100071,Strosin,Willena,8236 Cleo Ferry,Suite 699,77013,Houston,TX,501.603.2967,,stephen.metz@gmail.com,29.620283,-95.696371
1VsjZlMOfE8,0105422100072,Langworth,Santo,652 Prince Island,Suite 330,77008,Houston,TX,425.331.0246,,clair.kertzmann@gmail.com,30.003646,-95.460917
1WCpia7osNA,0105423300073,nguyen,tung,a1,a2,77069,Houston,TX,+19722614900,,tungnt@2-b.io,29.991318,-95.5249863
1WEq3a04EaJ,0105423400076,Nguyen,ThanhTung,a1,"",77069,Houston,TX,+19722614900,,ntt121191@gmail.com,29.991318,-95.5249863
1WG70ojr7VP,0105423500075,Hoang,NguyenAnh,America,Wall Street,77062,Houston,TX,+16028672690,,dao.nguyen+4@ntq-solution.com.vn,,
1WG70utM0LG,0105423500076,Hoang,NguyenAnh,America,Wall street,77062,Houston,TX,+16028672690,,dao.nguyen+4@ntq-solution.com.vn,29.568591,-95.1275716
1WHd6XPGibD,0105423600052,Boehm,Isiah,9978 Zieme Cove,Apt. 360,77006,Houston,TX,+13117458249,,shirley.kuhic@hotmail.com,29.772327,-95.248535
1WHd6pFRWVt,0105423600055,Hermiston,Sherill,005 Walsh Ramp,Apt. 567,77016,Houston,TX,+17022373400,,grace.goodwin@hotmail.com,29.91791,-95.214367
1WHd76SjHbj,0105423600058,McDermott,Clarice,995 Deirdre Drive,Apt. 465,77012,Houston,TX,+12098789126,,norris.feil@yahoo.com,30.117287,-95.168907
1WHd7C0Bv13,0105423600059,Zieme,Teodoro,7002 Derek Inlet,Suite 494,77013,Houston,TX,+16166639075,,meagan.herman@yahoo.com,29.992014,-95.639273
1WHd7I8YPKl,0105423600060,Beier,Sigrid,211 Prohaska Avenue,Suite 483,77004,Houston,TX,+11762924708,,riley.wehner@gmail.com,29.707332,-95.197309
1WHd7mmfG57,0105423600065,Skiles,Asha,933 Laurette Mountains,Apt. 462,77006,Houston,TX,+16590527817,,karolyn.wisozk@gmail.com,30.013164,-95.58944
1WHd84Iy8uX,0105423600068,Lindgren,Elin,854 Merle Drive,Apt. 105,77010,Houston,TX,+14383026670,,jeremiah.collier@hotmail.com,30.058974,-95.132542
1WI6eDityJz,0105423600096,Hoang,NguyenAnh,America,Wall street123,77062,Houston,TX,+16028672690,,dao.nguyen+4@ntq-solution.com.vn,29.568591,-95.1275716
1WMm44kAna5,0105423900075,Nguyen,Anhdao,"Houston, TX 77021, USA",3333 raleigh st,77069,Houston,TX,+84362677240,,dao.nguyen+1@ntq-solution.com.vn,29.69822589999999,-95.3573194
1WOGinxdsbi,0105424000002,Ullrich,Rocco,7658 Satterfield Forge,Suite 724,75039,Dallas,TX,+12155664567,,davina.price@hotmail.com,32.965648,-96.852719
1WOaY1l7GtC,0105424000076,Gerhold,Maya,352 Block Crescent,Apt. 959,75061,Dallas,TX,+10119854596,,vickey.homenick@yahoo.com,32.938061,-96.70391
1WOatFUdmVJ,0105424000101,Hermiston,Kirk,6757 Contessa Rue,Suite 140,77007,Houston,TX,+17744790376,,altha.beahan@hotmail.com,29.959053,-95.806946
1WPvd5mIKP9,0105424100017,Legros,Chan,420 Stracke Forges,Suite 746,75050,Dallas,TX,+18761772645,,jarred.quitzon@yahoo.com,32.57983,-96.637589
1WPvdAumGNE,0105424100018,Emard,Georgette,1071 Monahan Forest,Suite 579,75209,Dallas,TX,+18239854949,,kelley.mohr@yahoo.com,32.994269,-96.747422
1WPvdOwDbov,0105424100021,Lehner,Lana,70283 Kling Shoal,Apt. 778,75233,Dallas,TX,+13401354116,,eveline.schroeder@hotmail.com,32.831412,-96.845083
1WRaVmyNUd7,0105424200003,Mueller,Elba,5637 Micheal Plaza,Suite 217,75050,Dallas,TX,+18267041760,,tony.sawayn@yahoo.com,32.702368,-96.832348
1WRaVtmBPwg,0105424200004,Rosenbaum,Fritz,181 Heathcote Ways,Apt. 183,75238,Dallas,TX,+11114906757,,elicia.kautzer@yahoo.com,32.67879,-96.831654
1WRaW4e38lj,0105424200006,Parker,Hermelinda,421 Brice Highway,Apt. 934,75238,Dallas,TX,+16875447260,,hyman.hauck@hotmail.com,32.901782,-96.747881
1WRaW9v32dk,0105424200007,Nienow,Reginald,209 Francesco Dale,Apt. 993,75126,Dallas,TX,+17180797032,,joel.denesik@hotmail.com,32.986277,-96.856635
1WRaWWs0Bl8,0105424200012,McLaughlin,Alease,877 Alphonse Field,Suite 776,75209,Dallas,TX,+12724763587,,lena.boyle@gmail.com,32.691083,-96.830696
1WRaWg4GK6d,0105424200014,Roberts,Ronnie,42407 Bashirian Loop,Suite 396,75270,Dallas,TX,+19299528554,,jefferson.krajcik@yahoo.com,32.742647,-96.831509
1WRaX4BbBQA,0105424200020,Koepp,Kasi,4811 Vandervort Run,Apt. 339,75270,Dallas,TX,+16586227525,,nolan.yundt@gmail.com,32.564096,-96.726667
1WRndXtXDLd,0105424200074,Hoang,NguyenAnh,America,Wall Street,77062,Houston,TX,6028672690,,dao.nguyen+4@ntq-solution.com.vn,29.568591,-95.1275716
1WTFTMSg2YP,0105424300042,Corwin,Carmen,25727 Lucius Isle,Suite 298,78652,Austin,TX,+14251579625,,suzette.jones@yahoo.com,30.445146,-97.624947
1WTFTPZhH1j,0105424300043,Kautzer,Marquetta,7991 Ciara Stravenue,Suite 147,78610,Austin,TX,+12114090950,,dana.cummings@gmail.com,30.329602,-97.995062
1WTFTSrDfJR,0105424300044,Howe,Brain,554 Ara Flats,Suite 144,78664,Austin,TX,+12876135202,,xochitl.schowalter@hotmail.com,30.111753,-97.750415
1WTFTYiYDpf,0105424300046,Thompson,Celestine,49339 Carroll Mill,Suite 224,78701,Austin,TX,+14428786762,,tory.reilly@yahoo.com,30.418702,-97.661813
1WYEEv2W1Cw,0105424600007,Rutherford,Van,0203 Kreiger Forge,Suite 757,75039,Dallas,TX,+13957450752,,barrett.hoppe@gmail.com,32.933425,-96.6087
1WYEF7OLmAV,0105424600009,Prohaska,Robin,40255 Dori Forest,Apt. 835,75050,Dallas,TX,+19178537365,,gene.hills@yahoo.com,32.88353,-96.846407
1WYEFN9N5u4,0105424600012,Hahn,Luciana,31476 Walsh Fields,Apt. 246,75233,Dallas,TX,+10605116187,,antony.crona@hotmail.com,32.706136,-96.724633
1WYEFTQokO5,0105424600013,Hagenes,Shannan,781 Feil Heights,Apt. 788,75032,Dallas,TX,+14330012265,,star.hilpert@hotmail.com,32.878007,-96.724513
1WYEFdIWJic,0105424600015,Kuhlman,Ollie,53391 Corey Hill,Suite 441,75209,Dallas,TX,+16519996529,,guy.ritchie@gmail.com,32.625686,-96.749614
1WYEFwNKomS,0105424600019,Simonis,Austin,74003 Elin Views,Apt. 381,75039,Dallas,TX,+16484367994,,britt.leffler@yahoo.com,32.714222,-96.602861
1WYEIBN0EdR,0105424600052,Zemlak,Ardith,64167 Quintin Flats,Apt. 791,77012,Houston,TX,+19710081921,,kirby.cronin@hotmail.com,30.077774,-95.337043
1VsjZR1o4Yj,0105422100069,Reinger,Chas,93060 Tyron Junctions,Suite 311,77007,Houston,TX,732.720.0726,,miyoko.barrows@hotmail.com,30.029254,-95.719246
1Vsqa7nQkSW,0105422100073,Bhih,Ahihi,Dallas,aaaa,77069,Houston,TX,4155551234,,tung.hoang2@ntq-solution.com.vn,29.7400361,-95.3366462
1VsrIJbrnxg,0105422100074,Bhih,Ahihi,Dallas,aaaa,77069,Houston,TX,4155551234,,tung.hoang2@ntq-solution.com.vn,29.7400361,-95.3366462
1Vstmo8GWs5,0105422100075,Bhih,Ahihi,Dallas,aaaaa,77069,Houston,TX,4155551234,,tung.hoang2@ntq-solution.com.vn,29.7400361,-95.3366462
1VsxiIen6o3,0105422100076,Bhih,Ahihi,Dalllas,aaaa,77069,Houston,TX,+14155551234,,tung.hoang2@ntq-solution.com.vn,29.7400361,-95.3366462
1VuOO4GhtGV,0105422200001,Fay,Jefferson,476 Bode Rue,Suite 877,75061,Dallas,TX,(915) 302-2272,,emmitt.howell@hotmail.com,32.689727,-96.891087
1VuOOTM813X,0105422200002,Prohaska,Shena,6372 Margarito Route,Suite 870,75050,Dallas,TX,1-614-419-0332,,demetra.prohaska@gmail.com,32.60219,-96.868951
1VuOObPi203,0105422200003,Zemlak,Isabella,325 Mills Stream,Apt. 143,75019,Dallas,TX,(970) 602-8112,,jerry.larson@hotmail.com,32.544378,-96.86426
1VuOOhJP4Y9,0105422200004,Towne,Barry,2167 Prosacco Mews,Apt. 238,75203,Dallas,TX,1-917-405-5558,,everett.rogahn@yahoo.com,32.872498,-96.811964
1VuOOnpEZdv,0105422200005,Homenick,Rosanna,3060 Darwin Crescent,Suite 353,75270,Dallas,TX,1-304-262-1855,,billie.little@gmail.com,32.647086,-96.770059
1VuOOtF22XD,0105422200006,Gulgowski,Lizbeth,73987 Mante Alley,Suite 151,75039,Dallas,TX,508-503-3705,,ernest.medhurst@gmail.com,32.744946,-96.837593
1VuOOy8Yvah,0105422200007,Swift,Elisha,2089 Sanford Crossroad,Apt. 446,75007,Dallas,TX,(513) 339-5878,,bella.bauch@gmail.com,32.844322,-96.869296
1VuOP49AYNr,0105422200008,Crona,Steffanie,039 Weimann Skyway,Apt. 458,75006,Dallas,TX,405.909.9212,,logan.botsford@hotmail.com,32.51823,-96.877758
1VuOP8uBTXj,0105422200009,Muller,Kenton,21641 Diane Summit,Apt. 330,75007,Dallas,TX,917-661-5568,,tari.erdman@yahoo.com,32.942431,-96.669253
1VuOPDvTkEd,0105422200010,Rohan,Christinia,1699 Ira Lake,Suite 775,75050,Dallas,TX,712-848-7413,,phillis.jones@yahoo.com,32.728525,-96.875613
1VuOPIKLxFn,0105422200011,Wiza,Chrystal,0961 Ignacio Light,Apt. 435,75270,Dallas,TX,1-616-985-3336,,garret.russel@hotmail.com,32.59709,-96.633578
1VuOPMrw2Iv,0105422200012,Nienow,Tonya,3883 Arnulfo Street,Apt. 690,75039,Dallas,TX,(206) 734-4179,,shelby.langworth@gmail.com,32.928155,-96.796736
1VuOPRCeTSh,0105422200013,Wisozk,Petronila,2707 Marguerita Divide,Suite 389,75032,Dallas,TX,720-706-6631,,verline.effertz@gmail.com,32.559619,-96.656209
1VuOPWCQXPh,0105422200014,Ferry,Dovie,69820 Lori Green,Suite 807,75126,Dallas,TX,(404) 804-7202,,harlan.wyman@gmail.com,32.693646,-96.680407
1VuOPaZhMjj,0105422200015,Jast,Earlene,1411 Sherwood Trail,Suite 247,75209,Dallas,TX,305-870-3813,,brett.raynor@gmail.com,32.94484,-96.621688
1VuOPerx6lD,0105422200016,Wehner,Jesusa,421 Inocencia Ports,Suite 268,75007,Dallas,TX,1-906-248-0586,,kira.oreilly@yahoo.com,32.95983,-96.677568
1VuOPiqzoxT,0105422200017,Bartoletti,Jesse,3916 Kub Via,Apt. 578,75061,Dallas,TX,1-435-530-2960,,sally.gutmann@hotmail.com,32.605016,-96.753893
1VuOPnE4kCD,0105422200018,Steuber,Tim,7917 Sawayn Turnpike,Suite 979,75050,Dallas,TX,831-283-1982,,trenton.steuber@yahoo.com,32.924322,-96.870103
1VuOPrM1EU7,0105422200019,Walker,Rashad,862 Schaden Greens,Apt. 264,75006,Dallas,TX,(414) 603-0989,,oswaldo.kling@gmail.com,32.684795,-96.615846
1VuOPvkKFHZ,0105422200020,Hartmann,Dierdre,1675 Fritsch Mission,Suite 190,75007,Dallas,TX,(404) 858-0635,,kirstie.lemke@hotmail.com,32.98021,-96.67549
1VuOQ0Eh2qF,0105422200021,Marks,Luigi,0619 Elroy Lodge,Suite 400,75210,Dallas,TX,(480) 334-6909,,vicki.windler@gmail.com,32.568274,-96.809288
1VuOQ4TutTx,0105422200022,Roberts,Carol,1594 Gorczany Keys,Apt. 836,75039,Dallas,TX,(913) 810-5304,,marco.borer@hotmail.com,32.593831,-96.651046
1VuOQ8fdrW7,0105422200023,Wintheiser,Tiny,1974 Reilly Extension,Suite 925,75210,Dallas,TX,1-831-774-4423,,burton.beahan@yahoo.com,32.536257,-96.883585
1VuOQE4mR4F,0105422200024,Gusikowski,Numbers,836 Dortha Roads,Apt. 117,75050,Dallas,TX,918-206-4500,,kendall.smith@hotmail.com,32.590238,-96.858068
1VuOQHm8KBL,0105422200025,Collier,Corine,094 Turner Drive,Apt. 780,78712,Austin,TX,(660) 234-0873,,catherine.rau@gmail.com,30.112808,-97.647234
1VuOQLNtvkj,0105422200026,Schiller,Elijah,8196 Steve Vista,Suite 391,78660,Austin,TX,(551) 865-1947,,alberto.ryan@hotmail.com,30.141901,-97.965027
1VuOQPjqSTD,0105422200027,Koelpin,August,60041 Emile Valleys,Suite 105,78613,Austin,TX,727.586.0671,,matilde.blanda@gmail.com,30.378137,-97.988299
1VuOQTQp3MZ,0105422200028,Wiegand,Hayden,37996 Schmitt Forges,Suite 960,78712,Austin,TX,1-562-216-2488,,john.abshire@yahoo.com,30.110702,-97.890128
1VuOQX39rDX,0105422200029,Mraz,Georgeanna,6483 Rodney Isle,Suite 272,78613,Austin,TX,603.703.8402,,conception.mertz@gmail.com,30.315462,-97.717374
1VuOQbEspFh,0105422200030,Raynor,Velia,33606 Rolf Plains,Suite 663,78705,Austin,TX,(859) 724-5242,,tabetha.tillman@yahoo.com,30.25209,-97.906773
1VuOQfd0RtP,0105422200031,Koelpin,Keneth,45045 Ruecker Highway,Apt. 960,78641,Austin,TX,330-641-5629,,staci.beahan@hotmail.com,30.337308,-97.633164
1VuOQitxduV,0105422200032,Barrows,Eldridge,01482 Herb Heights,Suite 958,78705,Austin,TX,805-408-6781,,corrine.durgan@hotmail.com,30.292104,-97.903824
1VuOQmFY76J,0105422200033,Berge,Lakia,63177 Lynch Estates,Apt. 824,78617,Austin,TX,434.703.8806,,jc.rogahn@gmail.com,30.153144,-97.88447
1VuOQq3zyTB,0105422200034,Reichert,Lewis,2625 Marlin Ramp,Apt. 911,78705,Austin,TX,617.408.5907,,harris.schulist@gmail.com,30.270398,-97.924686
1VuOQtTwdWZ,0105422200035,Lehner,Jill,28817 Winfred Spur,Apt. 581,78610,Austin,TX,480-518-4876,,alfonso.altenwerth@gmail.com,30.216485,-97.998427
1VuOQx349rn,0105422200036,Weber,Romana,02916 Timmy Prairie,Apt. 594,78653,Austin,TX,360.915.1077,,minta.skiles@gmail.com,30.122351,-97.95518
1VuOR0MI8vP,0105422200037,Schmidt,Marshall,8603 Hartmann Via,Apt. 107,78652,Austin,TX,1-208-302-4770,,sammy.harber@yahoo.com,30.282665,-97.836449
1VuOR3swyBZ,0105422200038,Legros,Karoline,56679 Sheron Brook,Apt. 876,78717,Austin,TX,503-774-2015,,yolonda.stehr@hotmail.com,30.324862,-97.873839
1VuOR7IhjEp,0105422200039,VonRueden,Delila,39127 Kirlin Roads,Apt. 521,78652,Austin,TX,(765) 858-3164,,coleman.hoeger@gmail.com,30.38027,-97.792266
1VuORArjYSR,0105422200040,Nolan,August,62301 Brekke Stream,Suite 538,78617,Austin,TX,(772) 901-5504,,wm.predovic@hotmail.com,30.249898,-97.749843
1VuORELGnJL,0105422200041,Altenwerth,Lourdes,952 O'Kon Port,Apt. 702,78652,Austin,TX,716.606.5273,,rima.mcdermott@gmail.com,30.492691,-97.591802
1VuORIDh2V7,0105422200042,Nitzsche,Jade,3775 Kena Prairie,Suite 617,78701,Austin,TX,615.979.9837,,deloris.wisoky@gmail.com,30.143694,-97.888751
1VuOROjcEcD,0105422200044,Champlin,Candyce,95709 Hugh Islands,Apt. 734,78652,Austin,TX,843.251.9563,,mack.bechtelar@yahoo.com,30.483656,-97.779017
1VuORVE7R4z,0105422200046,Hane,Florentino,33679 Denese Falls,Apt. 540,78664,Austin,TX,760-405-4415,,mitsuko.hansen@yahoo.com,30.343702,-97.596006
1VuORmtDsvV,0105422200050,Gleichner,Bret,02387 Renato Passage,Apt. 645,77007,Houston,TX,415.707.1326,,flora.wisozk@hotmail.com,29.8697,-95.53773
1VuOS9NDwkl,0105422200053,Spencer,Willy,279 Marquis Burg,Suite 996,77015,Houston,TX,(517) 318-1268,,brande.leuschke@yahoo.com,29.745785,-95.609193
1VuOSGcYxg1,0105422200054,Erdman,Claude,217 Hobert Flats,Suite 856,77004,Houston,TX,(417) 975-3999,,lilla.schroeder@yahoo.com,29.766663,-95.552799
1WCxZEr7bBk,0105423300074,nguyen,tung,a1,a23,77069,Houston,TX,+19722614900,,nttung1211@gmail.com,29.991318,-95.5249863
1WCxZnyYXzx,0105423300075,nguyen,tung,a1,"",77069,Houston,TX,+19722614900,,tungnt@2-b.io,29.991318,-95.5249863
1WFy9V6eJ24,0105423500001,Lind,Laverna,1986 Wilkinson Shoal,Apt. 667,75233,Dallas,TX,+11432210937,,shanel.schamberger@hotmail.com,32.674325,-96.688811
1WG7N0RMDWV,0105423500077,Hoang,NguyenAnh,America,Wall street123,77062,Houston,TX,+16028672690,,dao.nguyen+4@ntq-solution.com.vn,29.568591,-95.1275716
1WHd6inV9xP,0105423600054,Goodwin,Adell,9927 Israel Mills,Apt. 422,77014,Houston,TX,+15551898640,,dominica.rolfson@hotmail.com,29.837395,-95.590851
1WHd70uhthn,0105423600057,Price,Hosea,876 McGlynn Gateway,Apt. 605,77014,Houston,TX,+16619141391,,risa.brakus@hotmail.com,29.850381,-95.340065
1WHd7PU92q5,0105423600061,Rogahn,Brenton,60978 Cleo Field,Suite 670,77016,Houston,TX,+11686360108,,numbers.dubuque@yahoo.com,29.899357,-95.758666
1WHd7ayKcEr,0105423600063,Dickens,Celeste,78841 Gleason Islands,Apt. 656,77011,Houston,TX,+10079343681,,paulette.gibson@gmail.com,30.121074,-95.667985
1WHd7yo4LQl,0105423600067,Doyle,Ariel,694 Carol Shoal,Suite 892,77015,Houston,TX,+17076024290,,geraldine.littel@hotmail.com,30.140917,-95.728044
1WINR7mpfMz,0105423600108,Nguyen,Anhdao,America,Wall street123,77062,Houston,TX,+16028672690,,dao.nguyen+1@ntq-solution.com.vn,29.568591,-95.1275716
1WN0iJTvD8u,0105423900076,Vu,Nhung,Hà Nôi,"",77069,Houston,TX,6028672690,,nhungtest06092023@gmail.com,29.991318,-95.5249863
1WOGj7I4JoB,0105424000005,Bernier,Latashia,82795 Justin Vista,Suite 493,75007,Dallas,TX,+10459232338,,sherita.streich@hotmail.com,32.919552,-96.850494
1WOGjCnpMRY,0105424000006,Haag,Nigel,4573 Todd Mission,Apt. 435,75019,Dallas,TX,+18035738098,,marlene.lubowitz@yahoo.com,32.956335,-96.713709
1WOGjReMVIr,0105424000009,Bailey,Chris,95295 Schumm Falls,Apt. 799,75050,Dallas,TX,+18053098905,,fletcher.medhurst@gmail.com,32.748805,-96.660662
1WOGjVBUpkM,0105424000010,Klein,Denny,49703 O'Hara Roads,Apt. 878,75209,Dallas,TX,+12034969798,,monroe.stiedemann@hotmail.com,32.641946,-96.687039
1WOGjhzQscO,0105424000013,Kreiger,Mack,7080 Tobias Junctions,Apt. 131,75006,Dallas,TX,+12973988879,,kattie.gerlach@gmail.com,32.660994,-96.729405
1WOGk3wn4XT,0105424000019,Romaguera,Kandace,2521 Major Corner,Suite 664,75007,Dallas,TX,+10476233283,,billy.homenick@gmail.com,32.867979,-96.770453
1WOGkF7OJwy,0105424000022,Cartwright,Mariela,155 Koepp Roads,Apt. 259,75203,Dallas,TX,+13079850618,,lamar.goodwin@hotmail.com,32.638266,-96.836575
1WOaaZr7WaU,0105424000077,Goyette,Oralia,65079 Renda Lane,Apt. 773,75209,Dallas,TX,+10812822403,,shelly.walker@hotmail.com,32.92307,-96.629683
1WOacOZZl1X,0105424000079,Howell,Shanice,82843 Mayer Pike,Apt. 932,75209,Dallas,TX,+19759697503,,logan.cummerata@hotmail.com,32.748385,-96.768813
1WOatzaXnAh,0105424000102,Harber,Jason,890 Sanford Harbors,Suite 584,77010,Houston,TX,+14085078577,,ramon.kuhlman@hotmail.com,29.992188,-95.303374
1WPvdcGnWcs,0105424100024,Fadel,Santos,7094 Sonny Light,Suite 960,75126,Dallas,TX,+11840586016,,nu.bartoletti@hotmail.com,32.992561,-96.753409
1WPvdi0BJVL,0105424100025,Hermiston,Shonda,9286 Hane View,Apt. 560,78653,Austin,TX,+13632964969,,syble.schimmel@gmail.com,30.295302,-97.849619
1WPvdmbSBFs,0105424100026,Shanahan,Jodie,307 Marybelle Island,Suite 446,78717,Austin,TX,+19219416297,,bennie.jacobson@yahoo.com,30.166488,-97.840569
1WPvdvApGmX,0105424100028,Volkman,Nola,151 Rohan Bridge,Suite 815,78704,Austin,TX,+17946194314,,mayra.murray@yahoo.com,30.112126,-97.891975
1WRaWSvt9rx,0105424200011,Lesch,Alphonse,08687 Gorczany Lakes,Suite 483,75203,Dallas,TX,+12207265168,,emily.kuhic@yahoo.com,32.697189,-96.81497
1WRaWt2hWlY,0105424200017,Kihn,Porter,210 Francisco Square,Suite 592,75032,Dallas,TX,+11750328110,,joleen.feeney@gmail.com,32.726638,-96.731804
1WRaX0iipvd,0105424200019,Koch,Meghan,9413 Marilou Corners,Suite 882,75210,Dallas,TX,+17761739823,,doria.reichel@yahoo.com,32.575487,-96.733327
1WRaXGhw6Ch,0105424200023,Muller,Kevin,844 Sherlyn Walk,Apt. 278,75050,Dallas,TX,+14861135678,,antonetta.gleichner@gmail.com,32.809849,-96.629957
1WRaXOV3NcO,0105424200025,Schmitt,Eli,6335 Cedric Stravenue,Suite 655,78703,Austin,TX,+14174841533,,morgan.pfannerstill@gmail.com,30.444086,-97.759554
