id,contract_id,channel_contract_id,customer_id,order_item_id,revision,file_url,create_time,update_time,mapping_data
1YhtgodY0TK,0105432500051-0101-70000A,contract-100117320643853894,96151ab26a8094d05dc46b7e26bece78,0105432500051-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/1wtk2xycsvotpadoew2ylv0dkq7ondhw.html,2024-11-21 13:15:03.739964,2024-11-21 13:15:03.739964,"{""orderId"":""0105432500051"",""channelOrderId"":""100117320643853894"",""orderCreateTime"":""Wed Nov 20 00:59:47 CST 2024"",""customerName"":""Hegmann Ginny"",""customerPhoneNumber"":""+14098010683"",""customerEmailAddress"":""robert.dietrich@example.com"",""installationAddress"":""6676 Pfannerstill Villages Suite 361 / zipcode: 75039"",""materialSeriesName"":""NECOA ROBI Water Purifier"",""materialModelName"":""CHP-1100R_GR"",""quantity"":1,""durationInMonths"":""84 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":24.0,""monthlyDiscountPrice"":2.4,""monthlyTotalPrice"":21.6,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:45 CST 2024""}"
1YhthPQaXky,0105432500050-0101-70000A,contract-100117320643760514,b892c22d517da3072172def7f4e56c08,0105432500050-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/rw2xcpcd0mbhxzqq1gd7i4mtaq368gys.html,2024-11-21 13:15:11.773724,2024-11-21 13:15:11.773725,"{""orderId"":""0105432500050"",""channelOrderId"":""100117320643760514"",""orderCreateTime"":""Wed Nov 20 00:59:41 CST 2024"",""customerName"":""Stark Geraldo"",""customerPhoneNumber"":""+13074615198"",""customerEmailAddress"":""manuela.durgan@example.com"",""installationAddress"":""923 Maye Path Apt. 763 / zipcode: 75001"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_SL"",""quantity"":1,""durationInMonths"":""84 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":27.0,""monthlyDiscountPrice"":2.7,""monthlyTotalPrice"":24.3,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:36 CST 2024""}"
1Yhthz1pNDh,0105432500049-0101-50000A,contract-100117320643690783,84e8b74d2103b6d2e7aea1d740989732,0105432500049-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/armc85ptmtmlboptdxgrvrn35izwkunp.html,2024-11-21 13:15:19.602951,2024-11-21 13:15:19.602951,"{""orderId"":""0105432500049"",""channelOrderId"":""100117320643690783"",""orderCreateTime"":""Wed Nov 20 00:59:31 CST 2024"",""customerName"":""Christiansen Tamica"",""customerPhoneNumber"":""+16809706727"",""customerEmailAddress"":""timothy.wunsch@example.com"",""installationAddress"":""61719 Koss Dale Suite 832 / zipcode: 75050"",""materialSeriesName"":""NECOA ROBI HP Water Purifier"",""materialModelName"":""HP-1100R_SL"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":32.0,""monthlyDiscountPrice"":3.2,""monthlyTotalPrice"":28.8,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:29 CST 2024""}"
1YhtiXn7bx4,0105432500048-0101-70000A,contract-100117320643639801,5fbc3c35ee4c9dc65f192c47f85a058e,0105432500048-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/9txx8mqoapqfrdrajaf2yearwqgnnylo.html,2024-11-21 13:15:27.144904,2024-11-21 13:15:27.144905,"{""orderId"":""0105432500048"",""channelOrderId"":""100117320643639801"",""orderCreateTime"":""Wed Nov 20 00:59:25 CST 2024"",""customerName"":""Hintz Taina"",""customerPhoneNumber"":""+16043795842"",""customerEmailAddress"":""laurinda.kutch@example.com"",""installationAddress"":""927 Kaylene Keys Apt. 108 / zipcode: 75050"",""materialSeriesName"":""NECOA ROBI Water Purifier"",""materialModelName"":""[QA Test]CHP-1100R_BR"",""quantity"":1,""durationInMonths"":""84 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":24.0,""monthlyDiscountPrice"":2.4,""monthlyTotalPrice"":21.6,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:23 CST 2024""}"
1Yhtj7j59yg,0105432500047-0101-30000A,contract-100117320643612011,00618a20c117e54546339ae62dfbce6c,0105432500047-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/an8ar8pmzivn5v1elc7bbyzpz9a6a6kq.html,2024-11-21 13:15:34.935619,2024-11-21 13:15:34.935620,"{""orderId"":""0105432500047"",""channelOrderId"":""100117320643612011"",""orderCreateTime"":""Wed Nov 20 00:59:22 CST 2024"",""customerName"":""Gutkowski Morgan"",""customerPhoneNumber"":""+15039294494"",""customerEmailAddress"":""sherice.bayer@example.com"",""installationAddress"":""40487 Cronin Groves Apt. 973 / zipcode: 75050"",""materialSeriesName"":""NECOA ROBI Water Purifier"",""materialModelName"":""CHP-1100R_SL"",""quantity"":1,""durationInMonths"":""36 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":40.0,""monthlyDiscountPrice"":4.0,""monthlyTotalPrice"":36.0,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:21 CST 2024""}"
1YhtjiBgZtW,0105432500046-0101-50000A,contract-100117320643573563,10b14099ad7917be1c6ec7b580dfe841,0105432500046-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/ndxz4wrhuuctvebyyqsywtlsftdvhmkn.html,2024-11-21 13:15:42.940345,2024-11-21 13:15:42.940346,"{""orderId"":""0105432500046"",""channelOrderId"":""100117320643573563"",""orderCreateTime"":""Wed Nov 20 00:59:19 CST 2024"",""customerName"":""Gaylord Rosamond"",""customerPhoneNumber"":""+11513084421"",""customerEmailAddress"":""rhona.kuvalis@example.com"",""installationAddress"":""36950 Zachery Ranch Apt. 167 / zipcode: 75006"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_SL"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":36.0,""monthlyDiscountPrice"":3.6,""monthlyTotalPrice"":32.4,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:17 CST 2024""}"
1YhtkIgYmqs,0105432500045-0101-50000A,contract-100117320643512440,9e83a8be5eeed37ff5776027344f4c99,0105432500045-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/oquf89sdjuovlowdvztjpvkgrq4rhudn.html,2024-11-21 13:15:50.905484,2024-11-21 13:15:50.905485,"{""orderId"":""0105432500045"",""channelOrderId"":""100117320643512440"",""orderCreateTime"":""Wed Nov 20 00:59:14 CST 2024"",""customerName"":""O'Reilly Gary"",""customerPhoneNumber"":""+10499024522"",""customerEmailAddress"":""mike.hirthe@example.com"",""installationAddress"":""5530 Kiyoko Spur Suite 278 / zipcode: 75007"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_SL"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":36.0,""monthlyDiscountPrice"":3.6,""monthlyTotalPrice"":32.4,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:11 CST 2024""}"
1YhtksshTE8,0105432500044-0101-50000A,contract-100117320643432274,ac64c601e286df4e06f5a64575440cd8,0105432500044-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/ikcxfkn1z7jxdrhq9ikkygvonnr9aysw.html,2024-11-21 13:15:58.802536,2024-11-21 13:15:58.802537,"{""orderId"":""0105432500044"",""channelOrderId"":""100117320643432274"",""orderCreateTime"":""Wed Nov 20 00:59:06 CST 2024"",""customerName"":""Dickinson Ken"",""customerPhoneNumber"":""+18926550055"",""customerEmailAddress"":""carl.thiel@example.com"",""installationAddress"":""601 Maida Place Suite 804 / zipcode: 75001"",""materialSeriesName"":""NECOA NTBI Water Purifier"",""materialModelName"":""[QA Test]CHP-1110N_GR"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":32.0,""monthlyDiscountPrice"":3.2,""monthlyTotalPrice"":28.8,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:59:03 CST 2024""}"
1YhtlU5r6TY,0105432500042-0101-50000A,contract-100117320634562962,73f97103f0d5b0feafd80aa26e85cf3b,0105432500042-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/cigwrd2pzxrqia5swh4t1r6xew1h2h4h.html,2024-11-21 13:16:06.930646,2024-11-21 13:16:06.930646,"{""orderId"":""0105432500042"",""channelOrderId"":""100117320634562962"",""orderCreateTime"":""Wed Nov 20 00:44:18 CST 2024"",""customerName"":""Kozey Anissa"",""customerPhoneNumber"":""+17233556442"",""customerEmailAddress"":""dreama.rohan@example.com"",""installationAddress"":""0011 Fahey Summit Apt. 353 / zipcode: 75001"",""materialSeriesName"":""NECOA NTBI Water Purifier"",""materialModelName"":""CHP-1110N_BU"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":32.0,""monthlyDiscountPrice"":3.2,""monthlyTotalPrice"":28.8,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:44:16 CST 2024""}"
1Yhtm5Mz7Y2,0105432500041-0101-50000A,contract-100117320634416661,66f0c4b85b6dc17eb702da8291f4b70d,0105432500041-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/htteyuiqms2e3xloq7bo4axiiwnnhpkz.html,2024-11-21 13:16:15.097565,2024-11-21 13:16:15.097566,"{""orderId"":""0105432500041"",""channelOrderId"":""100117320634416661"",""orderCreateTime"":""Wed Nov 20 00:44:03 CST 2024"",""customerName"":""Marks Lance"",""customerPhoneNumber"":""+12395473288"",""customerEmailAddress"":""reta.hahn@example.com"",""installationAddress"":""8515 Labadie Drives Suite 337 / zipcode: 75032"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""[QA Test]CHP-1300L_GR"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":36.0,""monthlyDiscountPrice"":3.6,""monthlyTotalPrice"":32.4,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:44:01 CST 2024""}"
1YhtmfChUeC,0105432500040-0101-70000A,contract-100117320634263184,00d10d9a4c6dd4837101f315c8870805,0105432500040-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/jirtehitz6c04xw8zsjprmzwph4zizma.html,2024-11-21 13:16:22.898331,2024-11-21 13:16:22.898331,"{""orderId"":""0105432500040"",""channelOrderId"":""100117320634263184"",""orderCreateTime"":""Wed Nov 20 00:43:47 CST 2024"",""customerName"":""Pouros Mandie"",""customerPhoneNumber"":""+14395750344"",""customerEmailAddress"":""bret.powlowski@example.com"",""installationAddress"":""515 Stiedemann Cliffs Suite 470 / zipcode: 75039"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_BU"",""quantity"":1,""durationInMonths"":""84 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":27.0,""monthlyDiscountPrice"":2.7,""monthlyTotalPrice"":24.3,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:43:46 CST 2024""}"
1YhtnEYtaDN,0105432500039-0101-50000A,contract-100117320634117300,b61d203669f60acb723850095c231269,0105432500039-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/afjw5khdgv6vvg9ijs7pv5gilip4oded.html,2024-11-21 13:16:30.653212,2024-11-21 13:16:30.653213,"{""orderId"":""0105432500039"",""channelOrderId"":""100117320634117300"",""orderCreateTime"":""Wed Nov 20 00:43:32 CST 2024"",""customerName"":""Hettinger Jenette"",""customerPhoneNumber"":""+10410261055"",""customerEmailAddress"":""reuben.gleason@example.com"",""installationAddress"":""01434 Marks Loaf Apt. 459 / zipcode: 75032"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_SL"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":36.0,""monthlyDiscountPrice"":3.6,""monthlyTotalPrice"":32.4,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:43:31 CST 2024""}"
1Yhtnougd0m,0105432500038-0101-50000A,contract-100117320633985181,4986b89d68b571ed81c13f50cda6e678,0105432500038-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/9iznvjvctg1qyczcuurxxonvhcy1jv1c.html,2024-11-21 13:16:38.589110,2024-11-21 13:16:38.589111,"{""orderId"":""0105432500038"",""channelOrderId"":""100117320633985181"",""orderCreateTime"":""Wed Nov 20 00:43:20 CST 2024"",""customerName"":""Flatley Tyrell"",""customerPhoneNumber"":""+13240060663"",""customerEmailAddress"":""particia.sipes@example.com"",""installationAddress"":""7324 Upton Views Apt. 599 / zipcode: 75007"",""materialSeriesName"":""NECOA NTCT Water Purifier"",""materialModelName"":""CHP-1200N_BU"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":32.0,""monthlyDiscountPrice"":3.2,""monthlyTotalPrice"":28.8,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:43:18 CST 2024""}"
1YhtoPTFcer,0105432500037-0101-50000A,contract-100117320633834004,ccdb875c8b36483fceef707f48ac1875,0105432500037-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/jwfpz39lg3nxbcnm1m1spiw0ne0mfhsk.html,2024-11-21 13:16:46.544158,2024-11-21 13:16:46.544159,"{""orderId"":""0105432500037"",""channelOrderId"":""100117320633834004"",""orderCreateTime"":""Wed Nov 20 00:43:05 CST 2024"",""customerName"":""Dicki Merrill"",""customerPhoneNumber"":""+15116772537"",""customerEmailAddress"":""deon.dach@example.com"",""installationAddress"":""834 Volkman Stravenue Apt. 257 / zipcode: 75209"",""materialSeriesName"":""NECOA ROBI Water Purifier"",""materialModelName"":""CHP-1100R_BU"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":32.0,""monthlyDiscountPrice"":3.2,""monthlyTotalPrice"":28.8,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:43:03 CST 2024""}"
1Yhtp0EsAII,0105432500036-0101-30000A,contract-100117320633673291,2043fff1716a437f3c9f85ffa475b503,0105432500036-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/6bpqhqtt5crutehgjpb2kbzq2l0hglqq.html,2024-11-21 13:16:54.558316,2024-11-21 13:16:54.558317,"{""orderId"":""0105432500036"",""channelOrderId"":""100117320633673291"",""orderCreateTime"":""Wed Nov 20 00:42:49 CST 2024"",""customerName"":""Bayer Shala"",""customerPhoneNumber"":""+18509996999"",""customerEmailAddress"":""anjanette.gleichner@example.com"",""installationAddress"":""8766 Bosco Viaduct Suite 611 / zipcode: 75032"",""materialSeriesName"":""NECOA NTCT Water Purifier"",""materialModelName"":""CHP-1200N_BG"",""quantity"":1,""durationInMonths"":""36 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":40.0,""monthlyDiscountPrice"":4.0,""monthlyTotalPrice"":36.0,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:42:47 CST 2024""}"
1Yhtpbl2vG2,0105432500035-0101-50000A,contract-100117320633494291,39479b958c83cf77ac263975d59882f2,0105432500035-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/lzw9xaxhk5hayxhrhju2rlezct95ilen.html,2024-11-21 13:17:02.778709,2024-11-21 13:17:02.778710,"{""orderId"":""0105432500035"",""channelOrderId"":""100117320633494291"",""orderCreateTime"":""Wed Nov 20 00:42:32 CST 2024"",""customerName"":""Little Jacinta"",""customerPhoneNumber"":""+12029510875"",""customerEmailAddress"":""nedra.howe@example.com"",""installationAddress"":""1747 Stanley Loop Suite 555 / zipcode: 75210"",""materialSeriesName"":""NECOA NTCT Water Purifier"",""materialModelName"":""CHP-1200N_SL"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":32.0,""monthlyDiscountPrice"":3.2,""monthlyTotalPrice"":28.8,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:42:29 CST 2024""}"
1YhtqBIay24,0105432500034-0101-50000A,contract-100117320633283320,278c3275f77e5582ceaf87709220f767,0105432500034-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/cqodjkbsqdanlh76itkwniymev9bjj2k.html,2024-11-21 13:17:10.531850,2024-11-21 13:17:10.531851,"{""orderId"":""0105432500034"",""channelOrderId"":""100117320633283320"",""orderCreateTime"":""Wed Nov 20 00:42:10 CST 2024"",""customerName"":""Prosacco Ruben"",""customerPhoneNumber"":""+15251904684"",""customerEmailAddress"":""cornelius.conn@example.com"",""installationAddress"":""0002 Raymond Harbors Suite 197 / zipcode: 75233"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_BG"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":36.0,""monthlyDiscountPrice"":3.6,""monthlyTotalPrice"":32.4,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:42:08 CST 2024""}"
1YhtqdtFvM9,0105432500032-0101-50000A,contract-100117320617254481,3a6952f01a9ce31c57fd842972a09dcd,0105432500032-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/apftkvgqg35kaudst3fjjhfwdi6hrcnv.html,2024-11-21 13:17:16.769560,2024-11-21 13:17:16.769560,"{""orderId"":""0105432500032"",""channelOrderId"":""100117320617254481"",""orderCreateTime"":""Wed Nov 20 00:15:26 CST 2024"",""customerName"":""Trantow Dollie"",""customerPhoneNumber"":""+11223202023"",""customerEmailAddress"":""sofia.dare@example.com"",""installationAddress"":""6905 Wyman Flat Apt. 554 / zipcode: 77011"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_BU"",""quantity"":1,""durationInMonths"":""60 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":36.0,""monthlyDiscountPrice"":3.6,""monthlyTotalPrice"":32.4,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:15:25 CST 2024""}"
1YhtrB8sX5u,0105432500029-0101-70000A,contract-100117320616781773,5e6d8842509df3c191239dfcb8df9da5,0105432500029-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/fwy5xom7wfljtndncv6xlgz9vvfk3f2v.html,2024-11-21 13:17:24.082504,2024-11-21 13:17:24.082505,"{""orderId"":""0105432500029"",""channelOrderId"":""100117320616781773"",""orderCreateTime"":""Wed Nov 20 00:14:39 CST 2024"",""customerName"":""Schuppe Gene"",""customerPhoneNumber"":""+15161407531"",""customerEmailAddress"":""chase.harvey@example.com"",""installationAddress"":""26762 Bernier Meadow Apt. 191 / zipcode: 77002"",""materialSeriesName"":""NECOA NTCT Water Purifier"",""materialModelName"":""CHP-1200N_BU"",""quantity"":1,""durationInMonths"":""84 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":24.0,""monthlyDiscountPrice"":2.4,""monthlyTotalPrice"":21.6,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:14:38 CST 2024""}"
1YhtrlKS1D1,0105432500024-0101-70000A,contract-100117320616081153,61d956f38b062ca35520cb4f13c6ecc7,0105432500024-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/oizkilsr3efcbm4jhjqxufrmnfdscw6e.html,2024-11-21 13:17:31.926971,2024-11-21 13:17:31.926972,"{""orderId"":""0105432500024"",""channelOrderId"":""100117320616081153"",""orderCreateTime"":""Wed Nov 20 00:13:29 CST 2024"",""customerName"":""Medhurst Timmy"",""customerPhoneNumber"":""+13029204158"",""customerEmailAddress"":""sonny.nienow@example.com"",""installationAddress"":""91593 Metz Mission Suite 921 / zipcode: 78653"",""materialSeriesName"":""NECOA NTCT Water Purifier"",""materialModelName"":""CHP-1200N_BU"",""quantity"":1,""durationInMonths"":""84 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":24.0,""monthlyDiscountPrice"":2.4,""monthlyTotalPrice"":21.6,""subscriptionPaymentDay"":""20th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:13:28 CST 2024""}"
1YhtsME1KU0,0105432500023-0101-30000A,contract-100117320615947191,ad3a8d1e048a2f89522a87a251bb8425,0105432500023-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/91uye3z8u84chjhzhscnpdvbofy0wkcv.html,2024-11-21 13:17:40.033057,2024-11-21 13:17:40.033058,"{""orderId"":""0105432500023"",""channelOrderId"":""100117320615947191"",""orderCreateTime"":""Wed Nov 20 00:13:15 CST 2024"",""customerName"":""Ankunding Freddy"",""customerPhoneNumber"":""+13907587261"",""customerEmailAddress"":""roger.hoeger@example.com"",""installationAddress"":""617 Lemke Roads Apt. 430 / zipcode: 78652"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_SL"",""quantity"":1,""durationInMonths"":""36 Months"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":45.0,""monthlyDiscountPrice"":4.5,""monthlyTotalPrice"":40.5,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:13:14 CST 2024""}"
1Yhtsx71RV0,0105432500022-0101-N0000A,contract-100117320615781294,0e644729c76ad4e0bf5b5554e49147ed,0105432500022-0101,0,https://pub-docs.necoa.com/abc-contract-template/2024/11/lol2dbs1gwt3cztt6jchi4lxovswyfhj.html,2024-11-21 13:17:48.094655,2024-11-21 13:17:48.094656,"{""orderId"":""0105432500022"",""channelOrderId"":""100117320615781294"",""orderCreateTime"":""Wed Nov 20 00:12:59 CST 2024"",""customerName"":""Ondricka Kim"",""customerPhoneNumber"":""+17652687830"",""customerEmailAddress"":""gerardo.cruickshank@example.com"",""installationAddress"":""449 Sena Ville Apt. 577 / zipcode: 78653"",""materialSeriesName"":""NECOA ROCT Water Purifier"",""materialModelName"":""CHP-1300L_BG"",""quantity"":1,""durationInMonths"":""No contract"",""startDate"":""null"",""endDate"":""null"",""currency"":""USD"",""itemMonthlyPrice"":72.0,""monthlyDiscountPrice"":7.2,""monthlyTotalPrice"":64.8,""subscriptionPaymentDay"":""10th monthly"",""cardType"":""VISA"",""cardNumber"":""3333-33**-****-****"",""isSigned"":""<input type=\""checkbox\"" name=\""isSignedCheckbox\"" checked=\""checked\""/>"",""signedTime"":""Wed Nov 20 00:12:58 CST 2024""}"
