id,order_item_id,address1,address2,zipcode,city,state,serial_number,latitude,longitude,installation_time,create_time,update_time,technician_id,service_flow_id,warranty_start_time,warranty_end_time,branch_id,warehouse_id,water_type
1VW1YFUrmNK,0105420708596-0101,19324 Runte Islands,Apt. 173,75203,Dallas,TX,,32.763791,-96.71268,,2024-07-25 07:59:09.628,2024-07-25 07:59:09.628,,1VW1YApu7xD,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YNYDi5y,0105420708597-0101,9769 Kling Flats,Apt. 678,75050,Dallas,TX,,32.964745,-96.84317,,2024-07-25 07:59:11.386,2024-07-25 07:59:11.386,,1VW1YLA36Br,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YS4tTpk,0105420708598-0101,46449 Oretha Common,Suite 932,75126,Dallas,TX,,32.782091,-96.824897,,2024-07-25 07:59:12.373,2024-07-25 07:59:12.373,,1VW1YQtwZOj,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YWxTsVU,0105420708599-0101,0881 Howe Corner,Apt. 775,75001,Dallas,TX,,32.972032,-96.783011,,2024-07-25 07:59:13.439,2024-07-25 07:59:13.439,,1VW1YVjyZtt,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YasSVrg,0105420708600-0101,614 Avelina Glens,Suite 777,75032,Dallas,TX,,32.625942,-96.792808,,2024-07-25 07:59:14.296,2024-07-25 07:59:14.296,,1VW1YZZHEen,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YdwhGuS,0105420708601-0101,926 Wilderman Square,Suite 617,75238,Dallas,TX,,32.510756,-96.614006,,2024-07-25 07:59:14.964,2024-07-25 07:59:14.964,,1VW1YcnRxFp,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1Yh93Mx8,0105420708602-0101,7271 Tabatha Junction,Suite 931,75061,Dallas,TX,,32.579781,-96.879918,,2024-07-25 07:59:15.665,2024-07-25 07:59:15.665,,1VW1YfnbIhj,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1Yjx6zaE,0105420708603-0101,0864 Hayden Manor,Suite 487,75001,Dallas,TX,,32.767717,-96.853947,,2024-07-25 07:59:16.277,2024-07-25 07:59:16.277,,1VW1Yiug339,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1Yo78Mpq,0105420708604-0101,0094 Noah Fork,Suite 645,75019,Dallas,TX,,32.949498,-96.622496,,2024-07-25 07:59:17.185,2024-07-25 07:59:17.185,,1VW1YmxbS39,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1Yqz6rPG,0105420708605-0101,4297 Stanton Summit,Apt. 686,75126,Dallas,TX,,32.698034,-96.890519,,2024-07-25 07:59:17.812,2024-07-25 07:59:17.812,,1VW1Yq3UHzj,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YvhC6Gc,0105420708606-0101,89579 Darleen Summit,Apt. 980,75006,Dallas,TX,,32.817011,-96.87424,,2024-07-25 07:59:18.841,2024-07-25 07:59:18.841,,1VW1YuCwSzD,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1YzbpcYw,0105420708607-0101,454 Littel Neck,Suite 869,75270,Dallas,TX,,32.98099,-96.689444,,2024-07-25 07:59:19.698,2024-07-25 07:59:19.698,,1VW1YyQsi7v,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1Zj1QLo6,0105420708608-0101,476 Charline Grove,Suite 281,78703,Austin,TX,,30.15951,-97.96695,,2024-07-25 07:59:29.615,2024-07-25 07:59:29.615,,1VW1ZiLyuo5,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1ZqKxpfE,0105420708609-0101,7191 Sawayn Pines,Suite 321,78652,Austin,TX,,30.339627,-97.871759,,2024-07-25 07:59:31.214,2024-07-25 07:59:31.214,,1VW1ZpJNgWB,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1ZtaGwu4,0105420708610-0101,73379 Baumbach Parks,Suite 445,78705,Austin,TX,,30.385518,-97.654665,,2024-07-25 07:59:31.922,2024-07-25 07:59:31.922,,1VW1ZsuXulz,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1ZxtbYMo,0105420708611-0101,253 Blanda Lake,Apt. 594,78704,Austin,TX,,30.432279,-97.980677,,2024-07-25 07:59:32.866,2024-07-25 07:59:32.866,,1VW1Zx3wYgT,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1a0weP0u,0105420708612-0101,04851 Bo Summit,Apt. 156,78705,Austin,TX,,30.206442,-97.98399,,2024-07-25 07:59:33.531,2024-07-25 07:59:33.531,,1VW1a08h06x,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1a4p8BFa,0105420708613-0101,71704 Stoltenberg Rue,Apt. 247,78617,Austin,TX,,30.200002,-97.982131,,2024-07-25 07:59:34.377,2024-07-25 07:59:34.377,,1VW1a4BOL1x,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1a7X7BCs,0105420708614-0101,67850 Keisha Island,Suite 380,78660,Austin,TX,,30.185077,-97.748886,,2024-07-25 07:59:34.970,2024-07-25 07:59:34.970,,1VW1a6g2BsD,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1aAPQnxQ,0105420708615-0101,0133 Walter Mountains,Apt. 533,78617,Austin,TX,,30.335984,-97.657699,,2024-07-25 07:59:35.597,2024-07-25 07:59:35.597,,1VW1a9lyYrr,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1aE7dUSs,0105420708616-0101,594 Renner Gardens,Apt. 263,78702,Austin,TX,,30.288269,-97.805034,,2024-07-25 07:59:36.409,2024-07-25 07:59:36.409,,1VW1aDNw4Vt,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1aHtoYnE,0105420708617-0101,31181 Crona Landing,Suite 834,78702,Austin,TX,,30.341083,-97.754841,,2024-07-25 07:59:37.233,2024-07-25 07:59:37.233,,1VW1aHCfX0p,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1aLBHPyK,0105420708618-0101,707 Lenora Gateway,Apt. 834,78717,Austin,TX,,30.377621,-97.819964,,2024-07-25 07:59:37.951,2024-07-25 07:59:37.951,,1VW1aKFeqYd,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1aNe393K,0105420708619-0101,4741 Goldner Plain,Apt. 305,78717,Austin,TX,,30.355713,-97.901137,,2024-07-25 07:59:38.488,2024-07-25 07:59:38.488,,1VW1aMyK6vF,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1lJQBNY1,0105420708621-0101,90336 Quigley Orchard,Suite 417,78664,Austin,TX,,30.115029,-97.830602,,2024-07-25 08:02:06.530,2024-07-25 08:02:06.530,,1VW1lIQ1E3I,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1rfIJwrN,0105420708622-0101,993 Kovacek Alley,Apt. 875,78652,Austin,TX,,30.168107,-97.924524,,2024-07-25 08:03:32.561,2024-07-25 08:03:32.561,,1VW1re5x2m2,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1rlzpACp,0105420708623-0101,0789 Tristan Corners,Apt. 759,78613,Austin,TX,,30.227692,-97.641305,,2024-07-25 08:03:34.026,2024-07-25 08:03:34.026,,1VW1rl1vnkc,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1rp5zbHd,0105420708624-0101,5411 Daniel Bridge,Suite 959,78717,Austin,TX,,30.105092,-97.906918,,2024-07-25 08:03:34.703,2024-07-25 08:03:34.703,,1VW1roK1OI8,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1rsrf0PZ,0105420708625-0101,1129 Anabel Roads,Suite 861,78702,Austin,TX,,30.151547,-97.602257,,2024-07-25 08:03:35.525,2024-07-25 08:03:35.525,,1VW1rs3zCdq,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1rxoDmuD,0105420708626-0101,4007 Emelina Turnpike,Suite 754,78703,Austin,TX,,30.26515,-97.887522,,2024-07-25 08:03:36.605,2024-07-25 08:03:36.605,,1VW1rwtjc0w,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1s0Aus5D,0105420708627-0101,01945 Gwen Walks,Suite 858,78653,Austin,TX,,30.405854,-97.700975,,2024-07-25 08:03:37.122,2024-07-25 08:03:37.122,,1VW1rzRDS8E,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1s2uezsv,0105420708628-0101,48703 Georgie Fall,Apt. 369,78664,Austin,TX,,30.501431,-97.811052,,2024-07-25 08:03:37.721,2024-07-25 08:03:37.721,,1VW1s29Fz9Y,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1s6J3IKv,0105420708629-0101,8087 Loriann Crescent,Suite 528,78610,Austin,TX,,30.428803,-97.896324,,2024-07-25 08:03:38.461,2024-07-25 08:03:38.461,,1VW1s5Xvsjm,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1sA4wlX3,0105420708630-0101,7915 Reichel Ramp,Apt. 454,78653,Austin,TX,,30.434226,-97.618721,,2024-07-25 08:03:39.285,2024-07-25 08:03:39.285,,1VW1s9BazA2,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1sDLcLM1,0105420708631-0101,93214 Stan Village,Apt. 275,78664,Austin,TX,,30.454789,-97.905785,,2024-07-25 08:03:39.999,2024-07-25 08:03:39.999,,1VW1sCSYA74,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1sG1tlZN,0105420708632-0101,5652 Veum Terrace,Suite 464,78705,Austin,TX,,30.299226,-97.766333,,2024-07-25 08:03:40.586,2024-07-25 08:03:40.586,,1VW1sFCElt2,,,10fea14a0a949002,1SSlmkCG5OW,
1VW1uDPyGL5,0105420708633-0101,0625 Seth Spring,Apt. 346,75050,Dallas,TX,,32.616899,-96.734424,,2024-07-25 08:04:07.099,2024-07-25 08:04:07.099,,1VW1uCTUtXC,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uJ9vFT7,0105420708634-0101,465 Cremin Garden,Suite 364,75050,Dallas,TX,,32.664011,-96.653361,,2024-07-25 08:04:08.354,2024-07-25 08:04:08.354,,1VW1uIA2h6S,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uNCqeTH,0105420708635-0101,92649 Gutkowski Canyon,Apt. 182,75001,Dallas,TX,,32.74919,-96.837106,,2024-07-25 08:04:09.237,2024-07-25 08:04:09.237,,1VW1uMI4sRm,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uRIfYty,0105420708636-0101,4350 Barrows Parkways,Apt. 685,75006,Dallas,TX,,32.855424,-96.637869,,2024-07-25 08:04:10.131,2024-07-25 08:04:10.131,,1VW1uQKD0Bn,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uU2PghW,0105420708637-0101,0915 Sydney Ways,Suite 880,75233,Dallas,TX,,32.655649,-96.72268,,2024-07-25 08:04:10.729,2024-07-25 08:04:10.729,,1VW1uT3fWrH,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uXmGRph,0105420708638-0101,8411 Casper Summit,Suite 747,75006,Dallas,TX,,32.753961,-96.811949,,2024-07-25 08:04:11.551,2024-07-25 08:04:11.551,,1VW1uWsLTCO,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uaeISXe,0105420708639-0101,435 Maya Cape,Apt. 292,75233,Dallas,TX,,32.503417,-96.729862,,2024-07-25 08:04:12.173,2024-07-25 08:04:12.173,,1VW1uZczuWp,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1udw6Rww,0105420708640-0101,40802 Beer Rue,Apt. 148,75203,Dallas,TX,,32.790516,-96.754924,,2024-07-25 08:04:12.892,2024-07-25 08:04:12.892,,1VW1ucyUgcx,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uguYCLr,0105420708641-0101,556 Ziemann Tunnel,Apt. 208,75210,Dallas,TX,,32.81583,-96.899275,,2024-07-25 08:04:13.541,2024-07-25 08:04:13.541,,1VW1ug0dDiY,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1ul4LUcQ,0105420708642-0101,952 Chet Court,Suite 633,75061,Dallas,TX,,32.788978,-96.703603,,2024-07-25 08:04:14.449,2024-07-25 08:04:14.449,,1VW1uk9Zib5,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW1uoDZzy7,0105420708643-0101,92673 Hollis Corners,Apt. 678,75238,Dallas,TX,,32.655162,-96.777532,,2024-07-25 08:04:15.137,2024-07-25 08:04:15.137,,1VW1unH6dAE,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW2K5bzsUs,0105420708644-0101,6847 Gaylord Views,Apt. 728,75050,Dallas,TX,,32.891535,-96.82841,,2024-07-25 08:09:57.493,2024-07-25 08:09:57.493,,1VW2K4T29y9,,,10fea1d28b3fa002,1SSlmkCG5OU,
1VW4ea45kRy,0105420708645-0102,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-25 08:42:34.227,2024-07-25 08:42:34.227,,1VW4eXExFBl,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VW5Vtz48S4,0105420708646-0101,Houston,address2,77062,Houston,TX,,29.568591,-95.1275716,,2024-07-25 08:54:36.317,2024-07-25 08:54:36.317,,1VW5Vl6OK5B,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VW5Vya3P3k,0105420708647-0101,Thai Binh,"Vu Thu, VN",77069,Houston,TX,,29.991318,-95.5249863,,2024-07-25 08:54:37.319,2024-07-25 08:54:37.319,,1VW5VwB1zlT,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VW5W1KvvNH,0105420708647-0201,Thai Binh,"Vu Thu, VN",77069,Houston,TX,,29.991318,-95.5249863,,2024-07-25 08:54:37.923,2024-07-25 08:54:37.923,,1VW5VyoWwhG,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VW75P9k2An,0105420708648-0101,1445,West,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-25 09:16:36.720,2024-07-25 09:16:36.720,,1VW75M9XAol,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VW9nnlESom,0105420708649-0101,qqqqqq,vvvvv,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-25 09:54:37.193,2024-07-25 09:54:37.193,,1VW9njPZXEw,,,10fea0f2db2c2001,1SSlmkCG5OV,
1W4LyNEXsMg,0105422800011-0101,7169 Hal Wall,Suite 703,75007,Dallas,TX,20102FTM0110500010,32.891716,-96.888153,2024-08-15 00:23:45.533,2024-08-15 00:23:31.310,2024-08-15 00:23:45.564,10fea3499d98a003,1W4LyL2a13L,2024-08-15 00:23:45.533,2027-08-15 00:23:45.533,10fea1d28b3fa002,1SSlmkCG5OU,
1VWAsTkKn5W,0105420708650-0101,Dallas,ahihi22,77069,Houston,TX,,,,,2024-07-25 10:09:40.151,2024-07-25 10:09:40.151,,1VWAN9CS8XF,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VWAsVez7T7,0105420708650-0201,Dallas,ahihi22,77069,Houston,TX,,,,,2024-07-25 10:09:40.568,2024-07-25 10:09:40.568,,1VWANBumGgG,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VWCwTfcA7F,0105420708652-0101,Dallas,ahii,77069,Houston,TX,,29.7400361,-95.3366462,,2024-07-25 10:38:33.535,2024-07-25 10:38:33.535,,1VWCwRhqFJA,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXHpdqNCLi,0105420800001-0101,Dallas,ahiii,77069,Houston,TX,,29.7400361,-95.3366462,,2024-07-26 02:14:35.391,2024-07-26 02:14:35.391,,1VXHpZvOZ05,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXHpiwaLH8,0105420800002-0101,1235 Mission Street,SA,77069,Houston,TX,,29.7600771,-95.37011079999999,,2024-07-26 02:14:36.506,2024-07-26 02:14:36.506,,1VXHpgyoQT3,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXOprYPvHc,0105420800003-0101,1422 Eugene,address2,77069,Houston,TX,,29.8241476,-95.3462336,,2024-07-26 03:52:35.716,2024-07-26 03:52:35.716,,1VXOppetzPy,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXOptZ1pPK,0105420800003-0201,1422 Eugene,address2,77069,Houston,TX,,29.8241476,-95.3462336,,2024-07-26 03:52:36.154,2024-07-26 03:52:36.154,,1VXOprsHqOS,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXOpvRgxtM,0105420800003-0301,1422 Eugene,address2,77069,Houston,TX,,29.8241476,-95.3462336,,2024-07-26 03:52:36.565,2024-07-26 03:52:36.565,,1VXOptmMyWk,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXP7RpeSC9,0105420800004-0102,ddfasrdrasr,dfsdrrwer,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 03:56:33.856,2024-07-26 03:56:33.856,,1VXP7QEIqfA,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXQGTU00jn,0105420800005-0101,sdfsdfsdfsdfsdf123123,sdfsdfsdfsdfsdfsdfsdf,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 04:12:35.715,2024-07-26 04:12:35.715,,1VXQGRYDHq1,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXQGWKYVfL,0105420800006-0102,123,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 04:12:36.337,2024-07-26 04:12:36.337,,1VXQGUL504L,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXQGYHlEEH,0105420800006-0202,123,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 04:12:36.764,2024-07-26 04:12:36.764,,1VXQGWSmsRW,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXeGxqoxFm,0105420800007-0101,1221,Avenue,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 07:28:37.006,2024-07-26 07:28:37.006,,1VXeGveHtfo,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXeGzkcUFw,0105420800007-0201,1221,Avenue,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 07:28:37.420,2024-07-26 07:28:37.420,,1VXeGy1K74U,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXePt5sGR3,0105420800008-0102,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 07:30:37.847,2024-07-26 07:30:37.847,,1VXePoeoxO8,,,10fea0f2db2c2001,1SSlmkCG5OV,
1W4LzWf6IiR,0105422800012-0101,9269 Deadra Dam,Apt. 919,75006,Dallas,TX,20102FSO0110400021,32.690915,-96.878613,2024-08-15 00:24:00.707,2024-08-15 00:23:46.902,2024-08-15 00:24:00.735,10fea3f1b6cee003,1W4LzUd4OxC,2024-08-15 00:24:00.707,2027-08-15 00:24:00.707,10fea1d28b3fa002,1SSlmkCG5OU,
1VXfpJyu1G1,0105420800009-0102,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 07:50:21.893,2024-07-26 07:50:21.893,,1VXfpIBLf87,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXhACLwaNR,0105420800013-0102,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:09:04.232,2024-07-26 08:09:04.232,,1VXhAAZWclw,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXhYfvTWZO,0105420800014-0102,a,address2,77062,Houston,TX,,29.568591,-95.1275716,,2024-07-26 08:14:35.705,2024-07-26 08:14:35.705,,1VXhYe4na0v,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXhhX3f83N,0105420800015-0101,a,v,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:16:35.649,2024-07-26 08:16:35.649,,1VXhhVFXZfE,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXhhZ2HqGK,0105420800015-0201,a,v,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:16:36.082,2024-07-26 08:16:36.082,,1VXhhXNX3AF,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXizMY2XEI,0105420800016-0102,a1,a2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:34:36.731,2024-07-26 08:34:36.731,,1VXizKE7uGe,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXizOVWqvI,0105420800016-0202,a1,a2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:34:37.159,2024-07-26 08:34:37.159,,1VXizMh7hOg,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXkQ0UrtJ0,0105420800017-0101,123,1,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:54:37.175,2024-07-26 08:54:37.175,,1VXkPyNRc4T,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXkQ2TUbVx,0105420800017-0201,123,1,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 08:54:37.606,2024-07-26 08:54:37.606,,1VXkQ0eWFjV,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXkpoaFEX2,0105420800018-0102,1123,1,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:00:26.669,2024-07-26 09:00:26.669,,1VXkpmude2w,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXnGcvJrQ2,0105420800019-0102,2525,Freeway,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:34:29.009,2024-07-26 09:34:29.009,,1VXnGYYEwBl,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXnGf88W8D,0105420800019-0202,2525,Freeway,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:34:29.481,2024-07-26 09:34:29.481,,1VXnGdEuBOq,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXnGhB1DIE,0105420800019-0302,2525,Freeway,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:34:29.928,2024-07-26 09:34:29.928,,1VXnGfKuSzV,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXnh8B8xzy,0105420800020-0102,444,Niu street,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:40:27.925,2024-07-26 09:40:27.925,,1VXnh5eAn3M,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXnhALgpfw,0105420800020-0202,444,Niu street,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:40:28.398,2024-07-26 09:40:28.398,,1VXnh8N47T1,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXnhCI2kqo,0105420800020-0302,444,Niu street,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 09:40:28.822,2024-07-26 09:40:28.822,,1VXnhAXbz91,,,10fea0f2db2c2001,1SSlmkCG5OV,
1W6746B7Clp,0105422900030-0101,3848 Ebert Court,Suite 148,77005,Houston,TX,,30.018556,-95.653193,,2024-08-16 01:50:07.259,2024-08-16 01:50:07.259,,1W673zYfEfw,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXqH6gb83w,0105420800021-0102,dallas,address2,77069,Houston,TX,,29.7400361,-95.3366462,,2024-07-26 10:16:34.355,2024-07-26 10:16:34.355,,1VXqH3WjuJ1,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXqH8gMEml,0105420800021-0202,dallas,address2,77069,Houston,TX,,29.7400361,-95.3366462,,2024-07-26 10:16:34.791,2024-07-26 10:16:34.791,,1VXqH6rNt0b,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXrGsoArUi,0105419200060-0101,Dallas,12,77069,Houston,TX,,,,,2024-07-26 10:30:30.949,2024-07-26 10:30:30.949,,1V73LKd4LFJ,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VXrzQCE7Fr,0105420800022-0102,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-26 10:40:34.093,2024-07-26 10:40:34.093,,1VXrzO5edPd,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VZ0adaEblq,0105420900001-0101,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-27 03:08:31.369,2024-07-27 03:08:31.369,,1VZ0aR9rGkC,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VZ1shNOxtS,0105420900002-0101,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-27 03:26:35.572,2024-07-27 03:26:35.572,,1VZ1sVzkAWW,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VZ1skxeskq,0105420900002-0201,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-27 03:26:36.355,2024-07-27 03:26:36.355,,1VZ1shjpHAm,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VZ1so5Wubu,0105420900002-0301,Houston,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-27 03:26:37.038,2024-07-27 03:26:37.038,,1VZ1slHWnrc,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VZ2RyPaacD,0105420900003-0101,Houston,address2,77069,Houston,TX,,,,,2024-07-27 03:34:33.271,2024-07-27 03:34:33.271,,1VZ2RvZ25h9,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VZ2S1O5rBX,0105420900003-0201,Houston,address2,77069,Houston,TX,,,,,2024-07-27 03:34:33.921,2024-07-27 03:34:33.921,,1VZ2Rym0ttf,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VakmNs8Xh7,0105421000001-0102,15436 Farm to Market Road 1825,Pflugerville,77069,Houston,TX,,29.9164068,-95.6167334,,2024-07-28 04:22:29.222,2024-07-28 04:22:29.222,,1VakmID0jme,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VakmPvs2FE,0105421000001-0202,15436 Farm to Market Road 1825,Pflugerville,77069,Houston,TX,,29.9164068,-95.6167334,,2024-07-28 04:22:29.672,2024-07-28 04:22:29.672,,1VakmOAIs1Y,,,10fea0f2db2c2001,1SSlmkCG5OV,
1Vam4SwnhR7,0105421000002-0102,352,address2,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-28 04:40:33.709,2024-07-28 04:40:33.709,,1Vam4PNOZyO,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VanUh0xRda,0105421000003-0102,Ha Noi,"Thai Binh, VN",77069,Houston,TX,,29.991318,-95.5249863,,2024-07-28 05:00:28.498,2024-07-28 05:00:28.498,,1VanUbQwQ4X,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VanvdzqVB3,0105421000004-0102,1544 Piedmont,Avenue,77069,Houston,TX,,29.8409709,-95.4278022,,2024-07-28 05:06:33.479,2024-07-28 05:06:33.479,,1VanvajAuIK,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VanvgQr6OS,0105421000004-0202,1544 Piedmont,Avenue,77069,Houston,TX,,29.8409709,-95.4278022,,2024-07-28 05:06:34.011,2024-07-28 05:06:34.011,,1VanveFAqCr,,,10fea0f2db2c2001,1SSlmkCG5OV,
1Vanvira6Tt,0105421000004-0302,1544 Piedmont,Avenue,77069,Houston,TX,,29.8409709,-95.4278022,,2024-07-28 05:06:34.542,2024-07-28 05:06:34.542,,1VanvgdLS7e,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VapMHeSLNg,0105421000005-0102,HN,HNNNNN,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-28 05:26:33.857,2024-07-28 05:26:33.857,,1VapMDhm7Ff,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VapvlgWGla,0105421000006-0102,1425,walnut,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-28 05:34:34.395,2024-07-28 05:34:34.395,,1VapviPHTcS,,,10fea0f2db2c2001,1SSlmkCG5OV,
1VapvnwAumi,0105421000006-0202,1425,walnut,77069,Houston,TX,,29.991318,-95.5249863,,2024-07-28 05:34:34.887,2024-07-28 05:34:34.887,,1Vapvlxpnhs,,,10fea0f2db2c2001,1SSlmkCG5OV,
